block_duration_min,start_hour,passenger_trains,goods_trains,special_trains,express_trains,regular_passenger_trains,corridor_congestion,peak_hour,criticality,maintenance_priority,traffic_impact_score
60,12,8,2,1,6,2,51,0,4,61,99.64
234,22,2,9,3,0,2,34,0,1,88,78.52
156,14,6,6,3,6,0,51,0,5,38,100.0
105,14,8,9,3,5,3,37,0,4,64,100.0
164,13,13,6,1,5,8,20,0,2,94,100.0
195,5,7,10,2,0,7,39,0,1,66,93.94
170,16,7,6,2,1,6,74,0,2,76,100.0
230,18,14,6,1,6,8,39,1,3,41,100.0
87,17,3,1,0,1,2,18,1,4,39,61.75
223,11,3,0,1,0,3,50,0,3,47,65.42
44,20,1,2,4,1,0,37,1,5,87,90.41
135,21,14,5,2,4,10,89,0,4,29,100.0
167,18,3,3,2,2,1,38,1,4,40,92.49
104,12,10,3,1,2,8,84,0,2,29,93.35
204,9,14,4,3,1,13,2,1,1,59,100.0
166,13,14,6,4,6,8,96,0,2,48,100.0
92,20,14,2,0,2,12,58,1,3,41,100.0
68,5,2,3,2,1,1,87,0,2,8,67.65
93,22,0,2,2,0,0,3,0,2,61,36.99
128,15,5,0,0,0,5,1,0,5,91,61.19
208,12,1,9,2,1,0,68,0,3,91,91.26
57,15,3,0,1,0,3,81,0,5,16,66.0
50,20,10,4,2,1,9,72,1,5,23,100.0
83,10,13,2,2,0,13,4,0,3,33,87.65
220,7,7,6,2,0,7,22,1,3,16,100.0
99,18,8,3,0,1,7,20,1,2,84,76.94
106,21,12,7,3,2,10,61,0,2,70,100.0
186,20,11,8,3,4,7,21,1,2,69,100.0
182,5,15,7,2,0,15,96,0,3,22,100.0
209,21,11,7,0,4,7,8,0,2,12,100.0
185,15,7,9,1,5,2,95,0,4,11,100.0
103,9,15,1,0,1,14,92,1,4,94,100.0
220,19,5,7,4,1,4,73,1,1,95,100.0
54,11,6,8,4,0,6,26,0,3,12,85.62
141,10,7,8,1,4,3,74,0,4,50,100.0
205,17,13,4,3,2,11,30,1,1,69,100.0
217,18,12,2,3,1,11,64,1,5,89,100.0
169,20,9,7,3,4,5,28,1,4,44,100.0
193,8,12,8,3,2,10,5,1,3,30,100.0
81,22,5,3,1,1,4,84,0,3,65,78.08
182,19,4,6,4,0,4,1,1,1,2,78.04
102,10,5,7,0,3,2,58,0,2,3,78.05
148,8,7,4,3,5,2,13,1,5,27,100.0
209,14,1,3,2,0,1,11,0,4,22,39.85
58,16,15,0,1,1,14,73,0,2,37,94.12
62,20,11,0,0,4,7,12,1,5,8,100.0
152,10,14,4,0,2,12,80,0,1,35,100.0
218,13,8,4,2,5,3,58,0,4,50,100.0
89,17,1,7,1,0,1,50,1,4,1,57.81
236,13,3,9,1,2,1,90,0,3,59,94.36
114,16,9,3,2,5,4,72,0,3,47,100.0
127,22,4,3,4,4,0,55,0,2,31,94.82
125,10,8,4,2,2,6,3,0,1,49,75.98
54,22,8,10,1,0,8,38,0,5,90,100.0
214,19,14,7,4,4,10,42,1,3,77,100.0
161,16,4,4,3,3,1,13,0,1,42,74.34
167,14,3,1,3,0,3,78,0,5,85,83.46
173,8,11,2,2,6,5,11,1,3,81,100.0
233,6,14,0,0,4,10,99,0,3,90,100.0
187,16,10,1,0,5,5,7,0,5,9,99.27
157,8,12,2,0,5,7,51,1,2,31,100.0
133,6,14,0,1,6,8,96,0,2,36,100.0
99,16,1,2,0,1,0,97,0,4,81,62.59
160,21,7,4,0,4,3,87,0,2,47,100.0
49,14,10,6,0,5,5,0,0,1,100,93.67
201,14,7,8,2,1,6,80,0,5,81,100.0
173,5,13,9,3,3,10,53,0,3,65,100.0
50,14,1,2,0,0,1,23,0,1,82,17.61
239,8,14,2,1,2,12,11,1,4,29,100.0
158,22,15,8,1,3,12,31,0,4,7,100.0
81,18,4,9,2,1,3,46,1,5,49,100.0
99,14,9,10,1,1,8,7,0,2,94,94.31
106,21,0,8,2,0,0,12,0,2,21,49.65
220,16,4,3,0,2,2,37,0,4,71,76.89
35,13,1,3,3,0,1,73,0,3,59,61.43
166,19,7,2,0,2,5,99,1,2,75,100.0
38,19,6,4,0,0,6,23,1,5,32,73.39
168,20,9,7,1,3,6,39,1,2,79,100.0
214,8,3,6,3,1,2,83,1,3,78,100.0
72,13,7,7,0,1,6,19,0,5,100,75.0
91,8,14,6,4,6,8,9,1,4,69,100.0
208,10,12,5,3,0,12,5,0,5,45,100.0
189,19,6,1,1,3,3,63,1,1,66,97.94
189,8,9,2,0,6,3,74,1,1,9,100.0
153,18,1,6,2,1,0,71,1,3,31,84.6
122,5,4,0,2,4,0,40,0,5,66,89.05
172,14,14,5,4,5,9,28,0,1,23,100.0
173,8,7,0,1,0,7,94,1,1,55,78.98
126,11,3,10,3,3,0,17,0,1,3,89.38
51,22,14,7,0,0,14,19,0,1,40,87.23
90,7,9,2,2,6,3,44,1,1,36,100.0
81,22,3,5,2,2,1,75,0,4,39,79.11
102,7,14,8,3,5,9,58,1,2,86,100.0
179,22,13,4,3,0,13,62,0,4,15,100.0
115,16,11,0,1,3,8,81,0,1,41,96.45
186,7,3,4,3,3,0,32,1,5,20,100.0
172,5,11,2,4,6,5,67,0,3,79,100.0
128,21,2,3,2,2,0,57,0,4,19,71.62
67,18,3,3,2,0,3,15,1,2,95,71.39
222,19,1,0,4,1,0,61,1,5,54,91.92
158,14,9,7,4,6,3,50,0,5,82,100.0
143,20,10,3,3,4,6,93,1,5,79,100.0
42,8,12,3,4,1,11,65,1,4,51,100.0
184,14,5,6,4,3,2,87,0,1,49,100.0
65,21,0,1,4,0,0,31,0,5,26,48.17
102,20,0,4,2,0,0,86,1,2,78,71.17
228,17,3,4,4,0,3,98,1,5,9,100.0
198,13,10,2,1,4,6,60,0,5,52,100.0
97,10,15,8,2,0,15,36,0,5,75,100.0
230,21,0,8,3,0,0,93,0,5,29,98.23
161,22,13,8,3,1,12,87,0,3,92,100.0
131,11,2,6,1,2,0,19,0,3,21,64.37
191,20,1,8,0,1,0,31,1,2,65,77.4
198,12,1,9,2,1,0,65,0,1,34,82.24
166,17,2,5,1,2,0,38,1,2,94,78.34
157,21,6,7,0,4,2,42,0,5,69,100.0
89,21,14,10,1,0,14,12,0,5,64,100.0
180,15,10,4,4,2,8,7,0,2,72,100.0
69,5,0,10,4,0,0,87,0,3,92,86.24
45,14,14,10,4,2,12,98,0,3,92,100.0
77,22,5,2,2,1,4,83,0,2,41,68.87
214,8,13,3,0,5,8,100,1,5,53,100.0
131,21,2,4,0,2,0,64,0,4,70,65.33
156,18,10,9,2,0,10,90,1,2,56,100.0
83,17,6,6,1,0,6,98,1,4,30,100.0
55,10,5,4,4,1,4,87,0,4,93,100.0
38,5,4,9,1,2,2,86,0,1,75,88.55
175,20,4,1,4,4,0,98,1,4,85,100.0
69,14,5,4,4,0,5,93,0,5,81,97.64
36,6,11,2,3,1,10,27,0,5,70,99.43
98,6,14,2,1,3,11,12,0,1,56,96.04
228,13,12,2,1,6,6,54,0,4,10,100.0
138,6,7,8,4,5,2,0,0,5,77,100.0
95,9,9,5,4,4,5,74,1,4,7,100.0
32,21,3,10,0,0,3,74,0,5,76,82.07
162,13,0,0,0,0,0,29,0,2,2,30.04
34,19,12,0,3,1,11,73,1,2,87,100.0
93,11,7,6,4,6,1,86,0,5,15,100.0
39,7,11,6,1,4,7,23,1,5,81,100.0
218,9,6,8,2,4,2,86,1,2,9,100.0
200,18,5,5,1,4,1,63,1,4,92,100.0
204,20,4,6,0,3,1,7,1,3,70,93.21
135,15,13,3,1,3,10,97,0,2,13,100.0
68,20,6,6,3,3,3,27,1,4,74,100.0
155,12,2,5,0,0,2,38,0,1,40,45.03
88,11,5,1,2,3,2,74,0,1,18,70.64
129,11,2,8,1,1,1,93,0,1,62,74.04
53,6,9,1,0,1,8,12,0,2,76,69.06
166,5,15,10,3,5,10,28,0,3,96,100.0
180,8,12,9,0,5,7,8,1,2,16,100.0
197,13,0,5,4,0,0,31,0,1,100,70.11
66,12,2,5,2,0,2,15,0,1,60,54.95
106,8,5,1,0,2,3,64,1,2,67,80.95
112,7,11,2,2,3,8,17,1,2,39,100.0
109,12,9,8,3,2,7,70,0,5,81,100.0
112,19,2,8,3,1,1,68,1,5,67,100.0
143,10,10,6,4,5,5,93,0,1,99,100.0
147,18,1,2,0,0,1,45,1,4,52,60.89
149,5,0,5,2,0,0,93,0,5,41,69.05
124,18,7,10,1,5,2,29,1,5,94,100.0
235,16,9,6,3,2,7,46,0,2,41,100.0
229,10,6,1,1,5,1,52,0,2,72,93.37
190,17,0,7,3,0,0,33,1,4,84,89.32
109,11,5,1,0,2,3,9,0,3,12,42.78
70,7,14,8,4,1,13,84,1,1,35,100.0
42,10,12,5,3,5,7,18,0,1,96,100.0
229,8,6,6,1,0,6,25,1,3,40,97.04
94,12,0,2,0,0,0,20,0,2,19,21.14
148,13,7,8,4,4,3,11,0,3,81,100.0
181,13,8,5,2,2,6,82,0,5,8,100.0
216,8,4,4,0,0,4,84,1,3,70,91.11
172,21,10,5,2,2,8,23,0,3,84,100.0
112,16,11,2,1,6,5,21,0,4,79,100.0
207,22,7,6,4,2,5,57,0,4,12,100.0
42,14,15,3,2,3,12,25,0,1,75,100.0
190,17,13,0,3,6,7,43,1,1,1,100.0
237,22,8,9,4,6,2,2,0,3,20,100.0
78,19,8,6,2,6,2,67,1,5,53,100.0
176,7,15,1,3,2,13,14,1,5,88,100.0
209,7,4,5,2,1,3,83,1,3,76,96.72
144,12,15,8,0,3,12,99,0,1,2,100.0
176,20,3,6,1,1,2,15,1,4,79,94.94
86,19,5,5,2,3,2,12,1,1,88,92.78
132,12,2,7,4,2,0,67,0,3,94,97.56
203,19,7,0,1,2,5,40,1,4,44,94.96
170,22,12,8,1,2,10,43,0,3,79,100.0
129,11,1,3,0,0,1,4,0,1,96,25.55
169,11,9,3,3,4,5,69,0,1,47,100.0
105,6,7,3,0,5,2,96,0,1,38,90.46
125,7,2,9,3,2,0,20,1,4,76,100.0
229,21,11,8,0,4,7,73,0,1,23,100.0
197,7,13,10,0,3,10,11,1,5,5,100.0
184,10,13,0,4,1,12,63,0,3,7,100.0
85,14,14,9,0,1,13,72,0,5,51,100.0
30,16,14,4,3,5,9,87,0,2,16,100.0
230,8,7,6,0,2,5,14,1,3,37,93.64
95,5,12,8,4,4,8,50,0,1,51,100.0
129,19,14,4,0,3,11,20,1,3,60,100.0
36,14,14,2,1,6,8,65,0,5,18,100.0
100,12,0,7,1,0,0,45,0,1,43,50.24
59,14,5,5,3,5,0,98,0,1,20,98.37
46,8,5,2,0,0,5,72,1,4,61,65.63
48,21,6,2,4,1,5,86,0,2,97,86.5
153,21,11,9,3,5,6,16,0,3,52,100.0
155,12,13,4,4,4,9,21,0,3,1,100.0
223,5,14,0,1,0,14,78,0,5,97,100.0
114,5,11,2,3,0,11,15,0,4,25,88.05
49,22,3,4,4,0,3,75,0,2,94,77.55
188,5,6,5,3,4,2,62,0,2,76,100.0
90,21,0,5,4,0,0,55,0,5,33,78.32
140,17,7,4,1,3,4,76,1,5,12,100.0
30,8,7,8,3,6,1,94,1,1,20,100.0
165,6,2,5,2,0,2,88,0,5,22,70.64
204,15,5,6,2,0,5,20,0,3,77,81.92
141,6,6,9,2,4,2,3,0,5,19,100.0
149,11,4,2,2,1,3,80,0,1,18,65.56
132,21,11,0,0,1,10,63,0,3,55,81.78
88,22,2,1,3,2,0,75,0,1,88,73.48
216,9,6,0,4,0,6,100,1,5,62,100.0
196,5,10,10,3,1,9,75,0,5,44,100.0
169,8,14,5,2,1,13,50,1,4,7,100.0
228,22,10,10,3,2,8,2,0,5,61,100.0
193,22,7,8,3,5,2,82,0,3,21,100.0
125,21,10,4,3,6,4,43,0,5,53,100.0
184,9,3,5,0,2,1,50,1,4,42,85.85
112,6,13,0,3,4,9,37,0,2,87,100.0
109,14,11,5,2,5,6,25,0,3,26,100.0
30,7,9,10,1,4,5,9,1,1,46,100.0
82,12,4,3,0,2,2,17,0,4,12,52.95
175,20,14,6,4,4,10,5,1,4,2,100.0
123,13,8,3,4,5,3,74,0,2,10,100.0
188,12,4,1,0,0,4,59,0,5,63,64.83
164,6,6,6,0,2,4,10,0,2,99,74.4
145,15,4,8,3,2,2,75,0,3,81,100.0
160,14,15,5,3,0,15,71,0,2,24,100.0
69,16,14,7,3,1,13,89,0,2,24,100.0
32,6,1,10,4,1,0,40,0,4,46,91.11
110,15,10,9,0,1,9,60,0,4,48,100.0
69,15,6,2,1,0,6,74,0,3,98,79.6
235,18,4,10,2,4,0,30,1,1,79,100.0
31,16,0,8,4,0,0,40,0,1,85,68.53
181,9,15,7,4,0,15,68,1,5,84,100.0
173,13,12,6,3,2,10,95,0,4,86,100.0
212,13,7,8,2,4,3,67,0,4,15,100.0
89,9,10,10,0,3,7,70,1,2,4,100.0
129,7,2,8,3,1,1,48,1,1,13,88.54
192,10,0,6,3,0,0,35,0,4,64,77.56
207,20,7,4,1,1,6,83,1,1,50,94.27
36,17,2,8,1,2,0,13,1,3,85,78.14
78,12,2,1,4,2,0,50,0,4,35,74.64
191,15,11,1,1,2,9,14,0,2,95,88.89
111,18,9,2,3,6,3,34,1,3,94,100.0
233,11,0,5,1,0,0,65,0,2,2,57.03
214,7,6,8,3,2,4,30,1,4,61,100.0
135,20,6,10,4,6,0,33,1,3,20,100.0
42,14,8,8,2,4,4,2,0,3,50,96.49
82,9,9,8,3,3,6,61,1,1,76,100.0
111,18,5,3,3,0,5,68,1,2,90,93.63
177,19,10,3,0,3,7,64,1,2,75,100.0
107,17,1,10,0,1,0,84,1,2,37,85.46
106,18,13,7,2,6,7,13,1,4,20,100.0
49,21,10,0,1,0,10,39,0,2,53,65.31
93,16,2,4,2,0,2,58,0,3,82,61.53
172,21,3,5,3,2,1,13,0,2,1,71.66
160,13,1,9,3,0,1,50,0,5,7,88.37
182,21,11,10,2,3,8,68,0,3,45,100.0
76,16,1,7,4,0,1,41,0,3,95,81.49
59,13,8,5,1,4,4,54,0,4,18,100.0
155,21,7,2,2,4,3,50,0,4,95,100.0
39,22,9,2,0,3,6,38,0,3,65,73.39
144,8,6,0,2,5,1,4,1,5,9,93.78
133,14,8,6,2,5,3,70,0,3,86,100.0
100,18,13,5,2,4,9,23,1,3,4,100.0
66,11,14,8,1,6,8,31,0,3,6,100.0
226,18,1,7,4,0,1,94,1,3,11,100.0
104,6,7,4,3,0,7,87,0,5,13,100.0
220,13,8,7,3,1,7,15,0,4,65,100.0
108,6,3,2,0,3,0,40,0,5,86,67.38
180,12,6,1,0,3,3,92,0,1,35,83.95
151,19,8,7,1,2,6,16,1,2,12,100.0
166,19,9,10,0,2,7,31,1,2,16,100.0
47,21,1,3,1,1,0,62,0,1,96,49.6
181,13,10,1,0,1,9,65,0,2,76,85.18
118,19,8,7,1,3,5,20,1,4,56,100.0
124,18,6,7,1,0,6,66,1,2,66,95.44
63,16,12,4,0,0,12,81,0,5,2,95.6
182,22,14,1,2,3,11,28,0,3,96,100.0
101,15,8,0,2,2,6,20,0,2,1,71.55
209,5,11,3,2,3,8,26,0,2,27,100.0
173,13,5,0,2,5,0,58,0,2,38,89.73
144,12,15,3,4,5,10,95,0,5,64,100.0
114,12,3,10,4,1,2,20,0,3,98,80.73
203,6,12,4,1,5,7,73,0,5,62,100.0
122,21,9,3,4,1,8,39,0,3,81,100.0
170,6,15,9,2,0,15,14,0,4,11,100.0
64,19,9,10,2,5,4,62,1,1,25,100.0
159,15,2,10,1,1,1,9,0,5,41,70.94
152,5,10,3,4,6,4,12,0,4,75,100.0
69,8,5,7,0,2,3,100,1,5,37,100.0
48,20,11,0,2,0,11,79,1,4,68,100.0
55,22,4,8,2,3,1,64,0,2,27,85.16
141,20,14,10,3,5,9,49,1,5,55,100.0
109,9,3,2,0,1,2,1,1,1,79,51.3
47,11,5,10,2,0,5,22,0,2,35,82.14
77,21,15,6,1,2,13,76,0,1,83,100.0
126,19,0,0,2,0,0,61,1,2,16,57.76
215,5,13,1,0,6,7,17,0,1,32,100.0
101,16,4,5,4,4,0,4,0,5,28,95.49
38,10,13,8,2,3,10,41,0,1,94,100.0
84,18,10,5,0,4,6,64,1,1,78,100.0
65,22,13,9,2,2,11,3,0,1,38,99.74
59,17,0,7,0,0,0,57,1,1,38,57.75
112,21,8,4,4,5,3,43,0,2,18,100.0
210,21,0,10,1,0,0,69,0,1,16,63.28
90,19,1,7,2,1,0,42,1,2,9,65.21
167,21,7,4,4,0,7,48,0,3,58,100.0
105,19,0,4,3,0,0,90,1,5,43,85.6
54,17,8,7,2,0,8,93,1,4,59,100.0
60,16,11,6,2,2,9,54,0,2,30,100.0
72,22,0,4,1,0,0,49,0,5,69,48.01
59,14,7,4,4,3,4,84,0,4,78,99.66
191,6,13,4,3,1,12,34,0,2,62,100.0
120,16,9,6,2,1,8,55,0,4,36,100.0
60,11,14,0,3,4,10,42,0,5,23,100.0
53,15,1,9,4,1,0,28,0,1,64,81.05
178,15,3,4,2,0,3,94,0,1,35,72.6
86,11,15,10,4,6,9,85,0,3,36,100.0
177,13,11,9,4,0,11,5,0,4,65,100.0
219,20,3,4,2,2,1,36,1,2,47,83.56
86,15,14,2,0,3,11,23,0,2,18,88.47
140,18,8,4,4,5,3,3,1,1,69,100.0
34,11,1,5,4,1,0,68,0,1,65,65.62
74,5,2,8,3,2,0,85,0,4,42,96.13
115,7,3,4,0,2,1,62,1,4,47,76.24
112,21,8,0,2,2,6,42,0,2,94,88.61
195,21,3,6,4,3,0,61,0,2,6,100.0
83,20,15,10,3,1,14,43,1,2,3,100.0
158,13,1,8,0,0,1,70,0,4,53,70.21
111,20,8,8,4,3,5,41,1,3,64,100.0
187,9,6,10,0,3,3,15,1,1,63,98.39
49,16,14,8,0,3,11,72,0,3,97,100.0
211,19,5,2,2,1,4,39,1,3,43,94.47
231,14,10,9,3,4,6,88,0,4,47,100.0
71,18,8,7,3,1,7,45,1,2,15,100.0
47,11,14,6,1,1,13,26,0,3,76,100.0
54,22,14,7,1,6,8,1,0,3,1,100.0
63,8,5,3,3,0,5,46,1,5,64,84.08
146,16,8,5,3,1,7,93,0,2,12,97.68
63,10,2,2,0,2,0,72,0,5,54,61.71
149,15,4,1,3,1,3,50,0,1,99,74.4
131,13,14,10,3,1,13,0,0,1,58,100.0
51,12,14,4,4,6,8,83,0,3,69,100.0
202,15,12,2,3,6,6,98,0,5,33,100.0
181,8,2,7,2,2,0,13,1,4,78,100.0
116,18,12,5,2,5,7,15,1,2,46,100.0
91,13,10,6,1,4,6,29,0,5,16,100.0
142,17,12,10,2,5,7,71,1,5,87,100.0
230,15,13,3,4,6,7,17,0,3,62,100.0
52,7,5,0,0,3,2,12,1,4,44,61.46
100,19,3,0,2,1,2,18,1,2,56,54.51
230,17,4,8,4,3,1,87,1,3,72,100.0
199,17,2,4,0,0,2,78,1,2,47,78.8
35,6,9,1,4,5,4,51,0,1,68,100.0
32,18,4,6,0,1,3,24,1,4,70,77.0
78,11,12,2,2,0,12,33,0,2,32,89.34
96,7,11,0,1,3,8,16,1,2,85,99.78
210,16,9,4,0,5,4,63,0,2,53,100.0
123,15,12,4,4,1,11,27,0,3,95,100.0
81,5,6,3,1,1,5,81,0,2,98,76.66
226,17,12,10,4,5,7,26,1,2,24,100.0
198,14,13,2,0,3,10,44,0,4,34,100.0
227,6,14,2,1,1,13,100,0,4,30,100.0
203,15,2,3,2,1,1,23,0,3,85,80.09
174,13,12,1,3,3,9,41,0,4,83,100.0
93,17,12,8,1,5,7,39,1,2,22,100.0
121,7,1,8,4,0,1,21,1,4,74,95.06
67,9,14,7,4,2,12,77,1,3,78,100.0
139,20,5,1,4,2,3,59,1,5,98,100.0
127,11,10,2,3,3,7,70,0,2,77,100.0
76,21,13,9,0,5,8,23,0,4,76,100.0
47,21,13,2,0,3,10,15,0,1,31,96.03
132,5,7,8,1,4,3,3,0,3,25,97.12
179,16,11,10,4,2,9,43,0,1,85,100.0
79,9,7,0,0,5,2,38,1,1,4,78.7
178,22,12,4,3,3,9,64,0,2,26,100.0
230,7,8,9,2,0,8,28,1,1,56,100.0
190,7,15,4,4,5,10,94,1,2,44,100.0
97,9,1,4,0,0,1,70,1,3,66,54.13
50,18,1,3,0,0,1,90,1,4,40,49.38
139,14,12,10,3,3,9,83,0,5,29,100.0
42,8,7,5,0,3,4,26,1,3,83,91.99
107,17,5,7,3,4,1,20,1,3,69,100.0
210,17,3,0,3,1,2,14,1,5,46,87.55
235,10,8,6,3,5,3,31,0,4,16,100.0
208,16,9,5,0,4,5,22,0,2,61,97.92
189,6,14,10,4,5,9,14,0,1,37,100.0
167,6,5,7,3,5,0,44,0,1,30,100.0
233,16,7,7,3,6,1,58,0,2,8,100.0
113,15,8,10,4,5,3,9,0,5,91,100.0
192,10,8,7,4,2,6,57,0,5,65,100.0
53,8,15,9,3,3,12,43,1,4,33,100.0
39,6,15,2,1,3,12,55,0,5,83,100.0
153,7,2,1,3,2,0,68,1,3,77,96.32
197,5,10,5,3,3,7,2,0,4,41,100.0
108,9,9,7,4,3,6,91,1,4,69,100.0
223,6,0,8,4,0,0,3,0,3,87,77.61
203,12,8,8,2,0,8,54,0,1,63,100.0
61,15,13,0,4,5,8,60,0,5,23,100.0
39,12,13,2,3,6,7,18,0,1,2,100.0
153,16,10,7,2,6,4,4,0,4,58,100.0
226,14,10,7,4,2,8,76,0,3,41,100.0
236,21,0,0,0,0,0,87,0,2,74,50.95
152,22,10,6,1,4,6,5,0,5,86,100.0
76,12,14,5,3,4,10,40,0,1,59,100.0
103,18,0,6,0,0,0,27,1,5,57,60.96
179,16,13,7,1,0,13,12,0,2,14,97.99
235,5,4,8,0,3,1,31,0,3,14,81.28
231,8,0,7,0,0,0,83,1,4,39,78.25
61,17,1,0,3,0,1,16,1,1,89,48.11
212,6,13,7,1,5,8,61,0,2,73,100.0
73,13,5,5,4,3,2,76,0,1,19,96.51
93,13,4,4,2,3,1,45,0,5,47,93.14
46,20,12,9,4,3,9,51,1,4,99,100.0
113,18,10,4,1,3,7,73,1,5,8,100.0
203,22,9,4,1,5,4,64,0,2,76,100.0
199,14,4,10,4,0,4,32,0,4,24,100.0
127,15,5,0,4,5,0,63,0,4,99,100.0
181,18,6,2,0,4,2,87,1,4,65,100.0
101,8,0,7,1,0,0,22,1,5,50,65.67
43,13,13,5,1,5,8,28,0,4,55,100.0
197,7,2,2,1,2,0,27,1,1,99,80.85
121,10,8,4,4,6,2,84,0,1,10,100.0
167,16,12,3,4,6,6,35,0,2,22,100.0
162,15,9,10,3,2,7,50,0,1,76,100.0
218,10,3,9,2,1,2,65,0,4,87,91.07
88,5,7,8,4,6,1,98,0,1,39,100.0
93,6,0,7,1,0,0,40,0,3,77,55.37
119,20,10,7,2,6,4,28,1,3,15,100.0
235,6,8,4,0,1,7,87,0,1,97,94.42
138,11,8,2,1,3,5,93,0,2,8,96.47
33,8,2,3,2,1,1,76,1,4,72,81.83
152,21,13,8,3,2,11,53,0,5,31,100.0
110,15,13,1,0,4,9,46,0,1,78,100.0
202,17,9,4,0,3,6,15,1,5,86,100.0
181,14,5,5,1,0,5,73,0,1,58,81.37
98,14,0,4,2,0,0,74,0,4,24,53.84
125,19,15,4,2,3,12,4,1,4,25,100.0
104,19,9,3,2,1,8,33,1,5,77,100.0
148,9,4,5,2,2,2,84,1,2,33,100.0
64,18,15,9,1,1,14,5,1,3,95,100.0
209,10,15,3,4,6,9,2,0,4,74,100.0
125,14,14,5,4,5,9,13,0,4,91,100.0
33,10,14,9,1,3,11,95,0,1,82,100.0
147,20,0,1,0,0,0,56,1,2,52,46.02
207,7,15,9,2,5,10,18,1,4,15,100.0
119,15,0,9,3,0,0,4,0,3,91,64.52
69,14,7,9,4,0,7,75,0,3,1,99.84
130,21,4,8,0,1,3,47,0,3,73,72.44
57,6,11,5,2,3,8,9,0,4,67,100.0
166,13,3,0,1,2,1,26,0,1,76,53.65
79,11,7,3,4,4,3,24,0,5,19,100.0
115,15,7,4,4,1,6,77,0,4,84,100.0
219,13,3,9,2,2,1,90,0,5,11,100.0
123,18,1,3,3,0,1,16,1,2,56,61.08
95,15,4,3,0,0,4,60,0,3,57,52.98
109,11,4,9,1,1,3,52,0,5,42,87.57
108,18,13,1,4,4,9,2,1,2,57,100.0
134,22,12,8,4,5,7,27,0,5,19,100.0
52,13,8,6,2,0,8,59,0,5,56,97.12
162,5,7,8,1,6,1,96,0,3,44,100.0
163,13,13,6,4,6,7,5,0,2,98,100.0
196,19,12,9,1,5,7,56,1,2,53,100.0
55,11,11,7,0,4,7,28,0,2,67,100.0
84,18,9,8,3,5,4,34,1,1,52,100.0
153,9,4,4,2,3,1,73,1,1,96,98.05
77,11,9,7,3,0,9,95,0,1,34,100.0
52,21,15,8,2,4,11,1,0,1,58,100.0
140,9,9,9,3,5,4,95,1,2,12,100.0
56,14,4,0,0,3,1,53,0,5,88,68.27
188,18,11,5,3,2,9,70,1,1,93,100.0
116,20,5,10,1,2,3,17,1,1,93,100.0
176,16,1,7,2,1,0,9,0,5,35,65.91
49,15,8,4,4,3,5,6,0,2,7,86.43
188,17,12,3,3,1,11,44,1,2,97,100.0
75,12,1,8,1,0,1,28,0,5,47,68.74
209,12,8,4,2,1,7,38,0,1,39,84.22
40,8,10,7,3,5,5,33,1,2,19,100.0
104,7,14,7,1,4,10,34,1,1,49,100.0
153,18,15,10,4,4,11,42,1,5,97,100.0
98,11,1,2,2,1,0,85,0,2,32,59.68
108,8,5,6,3,0,5,83,1,2,81,98.82
94,22,2,1,2,1,1,31,0,4,28,59.06
187,22,13,4,4,6,7,69,0,3,22,100.0
50,12,11,10,4,4,7,52,0,4,58,100.0
168,16,2,7,4,1,1,53,0,1,85,82.68
145,18,12,6,1,2,10,11,1,4,49,100.0
231,21,3,4,4,3,0,67,0,5,26,100.0
205,16,3,3,3,2,1,18,0,1,40,73.47
90,5,13,7,1,2,11,65,0,5,97,100.0
148,15,12,10,0,5,7,89,0,1,59,100.0
218,9,11,4,1,3,8,76,1,5,38,100.0
213,9,14,9,3,4,10,20,1,1,3,100.0
52,6,3,3,1,3,0,11,0,3,48,57.08
52,18,5,2,4,0,5,20,1,1,81,85.08
101,16,7,10,4,6,1,69,0,5,10,100.0
152,5,12,4,3,5,7,18,0,2,40,100.0
100,9,6,3,4,0,6,46,1,4,79,100.0
211,5,14,10,3,6,8,33,0,1,17,100.0
131,18,14,7,3,6,8,86,1,4,96,100.0
143,5,3,3,1,3,0,72,0,1,14,64.9
56,9,10,2,3,2,8,26,1,1,32,90.59
173,22,6,7,1,4,2,14,0,2,21,99.63
131,16,13,4,3,2,11,60,0,3,16,100.0
108,16,5,5,0,1,4,7,0,3,58,52.17
136,5,11,1,1,1,10,81,0,3,73,94.31
228,22,3,4,4,0,3,63,0,4,62,88.41
181,10,9,8,3,5,4,70,0,2,77,100.0
151,10,7,5,3,3,4,97,0,4,63,100.0
71,16,10,10,4,0,10,62,0,1,98,100.0
53,10,15,1,4,6,9,75,0,3,92,100.0
221,11,1,6,2,1,0,6,0,3,16,71.15
184,13,5,2,0,3,2,87,0,3,40,93.49
78,9,1,3,2,0,1,22,1,5,17,65.14
97,16,2,10,1,1,1,14,0,1,28,67.01
223,14,14,9,0,5,9,90,0,4,6,100.0
79,14,9,0,4,1,8,53,0,3,14,87.73
48,22,4,2,0,0,4,28,0,1,71,33.96
194,10,1,6,1,0,1,76,0,2,5,63.59
144,15,2,3,4,2,0,75,0,1,41,69.15
137,16,8,3,3,5,3,7,0,2,38,100.0
94,5,10,7,1,5,5,18,0,2,32,100.0
184,9,7,6,0,5,2,20,1,5,66,100.0
197,6,0,5,4,0,0,98,0,3,82,80.46
40,17,3,3,4,2,1,91,1,4,18,100.0
74,11,3,1,4,3,0,15,0,4,94,88.85
