asset_id,department,asset_type,criticality,health_score,failure_risk,asset_age_years,days_since_inspection,defect_count,urgent_defect_count,max_safety_impact,repeat_failure,maintenance_count,corrective_maintenance_count,previous_failure_count,urgent_maintenance
ML-02778,ENGINEERING,Point & Crossing,2,68.55,32.56,7.8,88,3,1,2,1,3,1,0,0
ML-02779,ENGINEERING,Bridge,2,72.93,40.32,17.9,71,1,1,1,1,2,0,0,0
ML-02780,TRD,Section Insulator,5,55.53,61.77,8.9,48,3,0,3,1,4,2,3,1
ML-02781,TRD,OHE,3,80.67,39.05,11.2,110,2,1,1,0,4,1,0,0
ML-02782,S&T,Point Machine,3,76.09,46.88,11.6,108,1,0,3,1,5,0,1,0
ML-02783,TRD,Transformer,3,73.12,36.34,10.0,44,1,0,1,0,2,0,0,1
ML-02784,S&T,Axle Counter,5,63.72,58.64,11.4,69,2,0,4,1,9,6,3,0
ML-02785,ENGINEERING,Track,3,70.49,50.24,14.0,112,1,1,4,0,0,0,0,0
ML-02786,S&T,Signal,1,89.05,24.92,7.6,48,1,0,3,0,1,0,0,0
ML-02787,ENGINEERING,Track,3,97.29,29.86,6.3,34,0,0,0,0,2,1,1,0
ML-02788,ENGINEERING,Bridge,3,64.12,48.59,14.0,122,3,2,2,0,5,3,1,0
ML-02789,S&T,Point Machine,2,70.73,37.13,11.0,240,0,0,0,1,2,1,2,1
ML-02790,TRD,Transformer,4,79.02,46.98,13.5,223,0,0,0,1,3,1,2,0
ML-02791,ENGINEERING,Point & Crossing,2,100.0,16.04,7.1,96,0,0,0,0,1,0,0,0
ML-02792,S&T,Point Machine,2,82.93,33.62,17.8,40,1,0,3,0,5,2,0,0
ML-02793,S&T,Axle Counter,4,65.07,50.71,12.1,128,2,1,3,0,4,1,1,0
ML-02794,TRD,Transformer,3,84.06,36.01,12.9,235,1,0,3,0,5,3,0,0
ML-02795,ENGINEERING,Bridge,4,38.23,90.29,30.0,90,4,1,3,1,5,2,4,1
ML-02796,TRD,Transformer,2,87.74,20.54,0.9,66,2,0,4,0,1,0,0,0
ML-02797,ENGINEERING,Bridge,3,71.41,40.56,11.0,21,0,0,0,0,1,0,1,0
ML-02798,TRD,Section Insulator,3,85.88,35.99,10.3,86,2,1,3,0,6,0,2,1
ML-02799,TRD,Transformer,4,90.83,35.14,8.3,131,1,0,2,1,6,1,2,0
ML-02800,TRD,OHE,1,79.57,25.7,11.6,112,0,0,0,0,3,2,0,0
ML-02801,S&T,Axle Counter,1,81.49,28.28,12.4,82,2,1,3,1,3,1,1,0
ML-02802,S&T,Point Machine,3,100.0,15.89,2.5,148,1,1,3,0,2,1,0,0
ML-02803,S&T,Signal,5,47.89,73.56,17.5,59,1,0,5,1,9,8,4,0
ML-02804,ENGINEERING,Track,4,66.87,59.09,10.9,153,2,2,3,1,2,2,2,1
ML-02805,S&T,Point Machine,4,61.74,57.27,15.6,75,1,0,1,1,4,2,0,0
ML-02806,TRD,Transformer,5,79.78,41.86,16.7,92,2,2,3,0,4,4,2,0
ML-02807,TRD,Transformer,3,77.15,38.7,8.8,34,2,2,2,0,5,3,0,1
ML-02808,TRD,Transformer,2,63.35,43.85,20.9,60,3,1,3,1,3,1,2,0
ML-02809,TRD,Transformer,2,84.7,27.9,12.4,43,2,0,3,1,3,0,1,1
ML-02810,TRD,Transformer,4,68.63,41.84,9.1,26,1,1,2,0,4,3,2,0
ML-02811,S&T,Signal,3,83.63,27.77,8.3,45,1,0,3,0,3,0,1,0
ML-02812,ENGINEERING,Track,4,79.54,36.37,5.0,49,0,0,0,1,2,0,0,0
ML-02813,ENGINEERING,Track,3,73.47,41.54,13.9,94,0,0,0,1,10,3,3,1
ML-02814,ENGINEERING,Track,3,79.28,47.01,14.5,22,0,0,0,0,5,1,2,0
ML-02815,S&T,Point Machine,4,79.12,45.28,4.9,13,1,0,3,0,3,1,2,1
ML-02816,TRD,OHE,3,74.54,48.23,15.2,87,1,1,3,1,6,2,2,0
ML-02817,S&T,Point Machine,2,68.7,38.0,10.5,26,0,0,0,0,5,2,0,0
ML-02818,TRD,Section Insulator,2,68.45,39.95,12.4,18,1,0,2,0,4,2,1,0
ML-02819,TRD,Section Insulator,3,80.16,33.69,8.1,12,1,0,1,0,4,1,1,0
ML-02820,S&T,Point Machine,4,71.71,47.4,7.2,102,1,0,1,1,4,1,2,0
ML-02821,ENGINEERING,Bridge,3,49.93,59.59,18.5,129,6,3,3,0,5,2,3,1
ML-02822,ENGINEERING,Track,4,67.61,47.5,10.4,112,0,0,0,1,3,1,1,0
ML-02823,ENGINEERING,Point & Crossing,4,75.64,49.46,12.8,98,0,0,0,0,7,2,3,0
ML-02824,ENGINEERING,Bridge,4,51.71,65.38,20.8,78,0,0,0,1,8,5,3,0
ML-02825,ENGINEERING,Point & Crossing,5,78.21,45.63,10.7,47,2,0,3,0,4,3,2,0
ML-02826,S&T,Axle Counter,1,75.42,29.08,12.9,14,1,0,3,0,0,0,0,0
ML-02827,TRD,Section Insulator,2,58.53,49.14,15.4,62,1,1,3,0,4,0,3,1
ML-02828,S&T,Axle Counter,3,75.22,43.69,9.9,94,0,0,0,1,8,4,2,0
ML-02829,ENGINEERING,Point & Crossing,4,75.59,50.68,18.4,113,0,0,0,1,1,1,1,0
ML-02830,ENGINEERING,Point & Crossing,1,76.44,31.86,15.1,103,1,1,3,0,4,2,2,0
ML-02831,ENGINEERING,Bridge,1,75.45,27.93,13.5,124,1,0,3,1,0,0,0,0
ML-02832,ENGINEERING,Point & Crossing,2,68.34,36.98,13.6,54,1,0,2,0,2,2,1,0
ML-02833,ENGINEERING,Track,3,64.45,52.56,11.1,44,2,1,4,0,6,2,3,1
ML-02834,TRD,OHE,3,67.3,48.27,18.8,110,1,0,3,0,3,2,0,0
ML-02835,ENGINEERING,Track,3,76.38,43.46,14.8,41,0,0,0,1,2,0,2,0
ML-02836,ENGINEERING,Bridge,3,83.65,22.61,6.9,220,2,1,3,0,0,0,0,0
ML-02837,S&T,Axle Counter,3,99.13,15.12,3.4,72,1,0,3,0,2,1,0,0
ML-02838,S&T,Point Machine,3,76.73,35.95,5.9,173,2,1,2,0,2,0,1,0
ML-02839,ENGINEERING,Track,3,84.4,41.77,8.0,98,3,3,3,0,5,2,0,0
ML-02840,TRD,OHE,5,86.26,35.27,4.0,111,2,0,3,0,4,1,1,1
ML-02841,S&T,Signal,3,82.97,41.02,7.8,103,0,0,0,0,2,0,1,0
ML-02842,S&T,Signal,3,84.67,31.27,4.9,105,0,0,0,0,4,3,1,0
ML-02843,S&T,Signal,3,93.73,17.8,4.9,25,1,0,3,1,2,0,2,0
ML-02844,TRD,OHE,2,73.25,30.33,5.6,157,2,0,3,0,0,0,0,1
ML-02845,S&T,Axle Counter,4,58.75,59.74,19.0,34,3,1,2,1,3,2,1,1
ML-02846,ENGINEERING,Bridge,3,76.7,32.21,6.7,49,5,0,3,1,3,2,0,0
ML-02847,S&T,Signal,2,80.4,44.97,12.2,69,0,0,0,1,1,1,1,0
ML-02848,S&T,Point Machine,3,93.05,30.13,8.0,43,2,0,3,0,2,2,0,0
ML-02849,ENGINEERING,Track,3,78.02,39.35,10.4,76,2,1,3,0,7,0,1,1
ML-02850,S&T,Axle Counter,4,77.02,44.73,11.0,158,2,0,2,0,2,2,0,1
ML-02851,TRD,OHE,3,77.33,39.63,11.9,118,3,0,3,1,2,1,0,0
ML-02852,TRD,Section Insulator,4,75.66,47.91,13.0,84,0,0,0,0,4,2,2,0
ML-02853,ENGINEERING,Point & Crossing,5,80.35,40.69,3.7,37,0,0,0,0,2,1,0,0
ML-02854,S&T,Point Machine,4,90.83,35.65,10.0,171,1,0,2,1,1,0,1,0
ML-02855,S&T,Signal,5,85.88,49.43,5.0,85,1,1,3,0,3,3,0,0
ML-02856,ENGINEERING,Point & Crossing,3,69.11,45.52,7.2,100,0,0,0,0,5,5,1,0
ML-02857,S&T,Axle Counter,3,72.97,32.7,10.4,59,2,0,3,0,2,1,0,0
ML-02858,ENGINEERING,Track,3,63.28,57.62,18.7,194,0,0,0,0,4,1,1,1
ML-02859,ENGINEERING,Bridge,4,63.65,61.94,17.8,99,2,0,3,1,6,4,2,1
ML-02860,ENGINEERING,Track,4,73.01,47.99,14.0,69,1,0,5,1,6,3,0,0
ML-02861,ENGINEERING,Point & Crossing,3,65.49,53.82,22.0,107,1,0,3,1,5,4,4,0
ML-02862,TRD,OHE,1,66.65,34.02,17.4,87,4,2,5,0,6,2,1,0
ML-02863,S&T,Point Machine,4,91.2,26.66,7.9,50,1,1,2,1,3,1,1,0
ML-02864,ENGINEERING,Bridge,3,88.22,31.69,7.4,47,0,0,0,0,4,2,1,0
ML-02865,TRD,Transformer,4,84.32,41.59,6.9,42,3,1,3,0,4,2,3,1
ML-02866,S&T,Point Machine,4,76.19,35.54,5.2,86,2,0,3,1,2,0,0,0
ML-02867,ENGINEERING,Track,3,59.57,54.99,19.4,93,3,1,1,0,4,1,2,0
ML-02868,TRD,Section Insulator,3,78.93,33.51,10.9,80,2,0,3,1,1,1,0,0
ML-02869,S&T,Axle Counter,3,67.04,55.73,19.2,62,2,1,3,1,4,2,0,0
ML-02870,TRD,OHE,5,65.39,62.25,13.8,76,4,3,3,1,3,2,1,1
ML-02871,S&T,Signal,3,85.1,30.09,8.9,80,0,0,0,0,1,0,0,1
ML-02872,S&T,Axle Counter,1,86.02,17.89,11.9,8,2,0,2,1,1,0,0,0
ML-02873,TRD,OHE,5,70.04,55.5,15.0,135,2,1,3,0,3,1,1,0
ML-02874,S&T,Axle Counter,5,81.17,57.18,10.1,93,0,0,0,0,2,0,2,1
ML-02875,ENGINEERING,Bridge,4,69.4,57.38,20.1,200,3,2,3,1,5,3,3,0
ML-02876,ENGINEERING,Bridge,3,63.03,48.49,13.9,84,0,0,0,0,2,1,1,1
ML-02877,ENGINEERING,Track,4,68.48,49.11,10.7,88,1,1,3,1,2,0,0,0
ML-02878,ENGINEERING,Point & Crossing,4,73.43,49.09,11.0,25,1,0,4,0,5,2,2,0
ML-02879,S&T,Axle Counter,4,65.46,47.69,14.3,67,4,0,3,1,3,3,0,1
ML-02880,ENGINEERING,Track,2,79.8,27.13,11.0,67,1,1,3,0,0,0,0,0
ML-02881,ENGINEERING,Track,5,74.35,57.58,14.9,49,0,0,0,1,2,1,1,1
ML-02882,TRD,Transformer,3,46.64,59.28,16.0,28,1,0,2,1,3,0,0,0
ML-02883,ENGINEERING,Track,2,75.03,32.76,12.8,48,1,0,3,0,2,1,0,0
ML-02884,ENGINEERING,Bridge,3,89.6,26.9,4.9,181,0,0,0,0,3,2,1,1
ML-02885,ENGINEERING,Point & Crossing,1,63.59,38.14,22.7,48,3,1,3,0,4,0,1,1
ML-02886,S&T,Signal,4,61.02,58.43,20.1,98,4,1,4,1,2,1,2,0
ML-02887,TRD,OHE,4,89.63,39.56,7.1,15,0,0,0,1,1,0,0,1
ML-02888,S&T,Signal,1,65.92,47.49,16.7,93,0,0,0,0,3,2,0,0
ML-02889,TRD,Transformer,5,65.28,60.31,16.7,56,2,1,4,1,8,3,3,0
ML-02890,S&T,Signal,4,57.11,50.99,20.0,59,1,1,3,1,7,2,2,0
ML-02891,ENGINEERING,Bridge,2,74.14,42.86,13.9,101,1,1,3,0,6,3,1,0
ML-02892,ENGINEERING,Point & Crossing,3,92.24,33.47,5.7,71,0,0,0,0,3,0,1,0
ML-02893,S&T,Signal,3,65.39,46.9,13.4,81,1,1,3,0,3,2,0,0
ML-02894,ENGINEERING,Track,4,70.07,50.4,19.6,52,3,1,4,0,4,2,0,0
ML-02895,TRD,Section Insulator,3,82.48,38.68,11.8,148,2,1,4,0,0,0,0,0
ML-02896,ENGINEERING,Bridge,2,67.58,40.27,17.2,46,1,0,5,0,3,2,0,0
ML-02897,ENGINEERING,Bridge,3,83.69,35.9,10.1,72,2,0,3,0,2,2,1,0
ML-02898,ENGINEERING,Track,2,87.38,26.94,6.4,119,1,0,3,0,2,1,0,0
ML-02899,ENGINEERING,Track,4,77.38,35.92,12.8,134,2,0,3,1,2,0,1,0
ML-02900,S&T,Signal,2,80.29,25.14,5.2,119,3,0,3,1,2,0,0,0
ML-02901,TRD,OHE,5,80.15,40.93,6.5,61,1,0,3,1,4,1,0,0
ML-02902,TRD,Section Insulator,4,75.59,48.41,6.6,80,2,1,4,0,4,2,1,0
ML-02903,S&T,Axle Counter,3,67.85,46.78,18.6,97,2,0,3,0,9,3,2,1
ML-02904,ENGINEERING,Bridge,3,68.71,48.05,11.8,15,0,0,0,1,3,1,1,0
ML-02905,ENGINEERING,Track,5,69.25,55.43,12.1,44,3,1,4,1,4,4,2,0
ML-02906,ENGINEERING,Bridge,4,79.14,40.62,10.1,140,1,0,3,1,1,1,0,0
ML-02907,TRD,Transformer,3,98.32,28.59,6.5,84,0,0,0,1,4,2,0,0
ML-02908,ENGINEERING,Bridge,3,63.56,55.91,21.5,125,5,1,5,0,4,2,3,0
ML-02909,S&T,Axle Counter,1,63.29,34.47,18.8,40,1,0,5,0,3,1,0,0
ML-02910,S&T,Signal,1,85.15,28.53,16.6,161,1,0,3,0,1,0,1,0
ML-02911,ENGINEERING,Point & Crossing,4,66.68,54.54,19.8,83,2,0,2,0,6,3,1,0
ML-02912,S&T,Signal,3,78.71,40.0,13.6,130,4,2,3,0,1,0,0,0
ML-02913,ENGINEERING,Track,3,90.9,31.04,10.3,134,0,0,0,1,2,0,0,1
ML-02914,ENGINEERING,Bridge,2,58.79,49.65,16.6,180,0,0,0,1,3,2,2,0
ML-02915,S&T,Axle Counter,5,49.68,74.35,17.3,47,0,0,0,0,3,1,2,0
ML-02916,S&T,Signal,4,84.97,38.15,10.4,158,1,0,3,0,0,0,0,0
ML-02917,S&T,Signal,3,83.88,27.2,7.4,28,0,0,0,0,3,1,1,0
ML-02918,ENGINEERING,Bridge,4,65.55,53.75,8.9,81,0,0,0,1,4,3,1,0
ML-02919,ENGINEERING,Bridge,5,71.7,64.01,9.9,57,2,1,2,1,3,2,2,0
ML-02920,TRD,OHE,2,70.67,38.24,10.3,40,1,0,2,0,2,1,1,0
ML-02921,ENGINEERING,Point & Crossing,5,57.09,62.97,16.0,70,2,1,2,0,5,2,4,0
ML-02922,TRD,Section Insulator,3,71.42,50.68,19.0,51,1,1,2,1,1,0,1,1
ML-02923,ENGINEERING,Bridge,5,83.91,34.28,10.3,49,2,2,3,0,2,1,0,0
ML-02924,ENGINEERING,Track,5,59.85,60.06,14.4,232,5,2,5,0,4,2,1,1
ML-02925,S&T,Axle Counter,3,82.03,33.84,7.1,67,0,0,0,1,4,1,0,1
ML-02926,TRD,OHE,4,79.58,44.86,3.0,174,2,2,4,1,2,0,1,0
ML-02927,ENGINEERING,Point & Crossing,4,63.08,59.61,15.4,101,4,2,3,1,5,0,3,0
ML-02928,TRD,Transformer,3,84.24,27.33,7.1,88,0,0,0,1,2,1,0,0
ML-02929,S&T,Signal,4,49.72,73.98,28.4,29,1,1,5,1,2,2,2,0
ML-02930,TRD,Section Insulator,3,77.85,38.56,6.0,82,1,0,2,0,4,1,0,1
ML-02931,TRD,Section Insulator,4,78.41,37.18,8.5,65,3,0,3,0,5,2,1,0
ML-02932,TRD,Section Insulator,3,87.56,33.71,12.0,109,1,0,3,0,2,1,0,1
ML-02933,S&T,Axle Counter,3,68.87,37.02,8.2,39,2,0,3,0,3,0,1,1
ML-02934,S&T,Signal,3,60.35,56.69,11.9,5,3,1,3,0,4,2,1,1
ML-02935,TRD,OHE,5,84.53,38.52,8.4,15,1,0,4,1,6,2,1,0
ML-02936,ENGINEERING,Bridge,3,66.1,57.84,16.2,186,2,1,3,1,5,2,3,0
ML-02937,S&T,Signal,5,81.94,59.89,12.0,199,0,0,0,0,3,0,1,1
ML-02938,ENGINEERING,Track,4,88.34,41.56,8.8,46,2,1,3,0,4,1,0,0
ML-02939,ENGINEERING,Point & Crossing,2,95.11,18.41,7.9,80,1,0,3,0,1,0,0,0
ML-02940,ENGINEERING,Track,4,98.36,27.88,10.4,86,2,1,3,0,3,1,1,0
ML-02941,TRD,Section Insulator,4,66.35,52.43,7.5,71,0,0,0,1,2,1,1,0
ML-02942,S&T,Axle Counter,4,78.34,48.42,5.9,70,1,0,4,0,2,2,0,0
ML-02943,S&T,Signal,2,84.35,22.05,9.1,122,2,0,3,1,2,1,0,0
ML-02944,TRD,OHE,3,98.53,32.42,5.7,21,2,1,3,1,1,0,1,0
ML-02945,S&T,Signal,3,70.72,42.95,18.4,32,1,1,2,1,4,3,0,0
ML-02946,ENGINEERING,Track,5,75.16,52.56,9.4,86,2,1,3,0,3,2,1,0
ML-02947,TRD,OHE,1,100.0,1.0,4.2,79,1,0,3,0,1,0,0,0
ML-02948,S&T,Point Machine,4,55.38,69.33,25.4,48,1,1,5,1,6,2,2,0
ML-02949,S&T,Signal,3,76.3,36.41,9.2,70,1,0,1,1,6,4,2,0
ML-02950,ENGINEERING,Point & Crossing,1,77.45,35.62,13.2,70,3,1,2,0,4,3,2,0
ML-02951,ENGINEERING,Point & Crossing,4,76.38,53.36,13.8,130,0,0,0,0,3,0,1,0
ML-02952,S&T,Signal,4,69.31,56.3,22.4,102,0,0,0,0,4,1,3,0
ML-02953,TRD,Section Insulator,1,78.94,27.53,10.2,33,2,0,3,0,2,0,1,0
ML-02954,S&T,Signal,4,57.42,59.74,22.1,50,1,0,3,0,4,2,0,0
ML-02955,ENGINEERING,Bridge,3,51.17,61.71,18.6,25,3,3,2,0,3,0,0,0
ML-02956,ENGINEERING,Bridge,4,79.81,44.75,2.6,158,1,0,1,1,3,2,0,0
ML-02957,ENGINEERING,Bridge,2,83.06,22.39,6.3,28,3,0,4,0,4,1,0,0
ML-02958,TRD,Transformer,3,87.72,31.97,6.8,29,1,0,4,0,4,2,2,0
ML-02959,S&T,Point Machine,1,94.21,14.62,8.4,92,2,1,3,0,1,1,0,1
ML-02960,TRD,OHE,5,86.47,47.69,7.9,61,2,1,5,1,5,3,2,0
ML-02961,TRD,Transformer,2,67.62,28.95,8.5,100,0,0,0,0,3,0,1,0
ML-02962,ENGINEERING,Track,4,83.14,45.9,16.9,106,2,0,4,1,2,1,0,0
ML-02963,ENGINEERING,Point & Crossing,1,85.95,26.72,10.6,95,0,0,0,1,1,0,0,0
ML-02964,TRD,Transformer,4,56.99,56.95,15.4,91,1,1,3,1,2,2,0,0
ML-02965,S&T,Axle Counter,2,96.2,12.75,7.6,291,0,0,0,0,0,0,0,0
ML-02966,S&T,Axle Counter,3,80.47,31.39,2.1,121,2,0,3,0,2,0,0,1
ML-02967,ENGINEERING,Track,2,88.2,14.08,7.0,28,0,0,0,0,2,1,0,1
ML-02968,S&T,Axle Counter,2,73.46,42.66,18.2,105,1,0,3,0,7,7,1,0
ML-02969,ENGINEERING,Track,4,68.46,49.95,16.2,109,2,1,2,0,4,3,1,0
ML-02970,ENGINEERING,Track,1,71.4,34.43,13.8,185,2,0,1,0,0,0,0,0
ML-02971,S&T,Signal,1,100.0,7.31,4.5,29,1,0,3,0,2,1,1,0
ML-02972,ENGINEERING,Track,3,72.49,39.83,5.3,31,3,2,3,1,3,2,0,0
ML-02973,S&T,Signal,5,72.82,52.04,14.1,100,1,0,5,0,7,5,5,0
ML-02974,ENGINEERING,Bridge,3,82.31,45.3,11.2,106,0,0,0,0,3,1,1,0
ML-02975,ENGINEERING,Point & Crossing,3,79.68,44.22,17.9,33,0,0,0,0,3,1,0,0
ML-02976,ENGINEERING,Bridge,4,59.47,69.59,22.1,92,3,1,4,1,3,2,2,0
ML-02977,S&T,Point Machine,2,68.24,41.5,11.4,80,0,0,0,0,5,2,1,1
ML-02978,ENGINEERING,Point & Crossing,4,75.43,33.48,4.3,67,2,0,3,0,2,1,0,0
ML-02979,S&T,Signal,4,59.64,62.56,18.7,60,2,2,4,1,2,1,0,0
ML-02980,ENGINEERING,Bridge,2,86.8,23.31,11.5,151,0,0,0,1,2,0,0,0
ML-02981,ENGINEERING,Track,1,81.21,25.36,4.1,38,1,0,3,0,3,1,0,0
ML-02982,S&T,Signal,3,57.58,56.96,6.1,61,2,0,2,0,4,2,1,0
ML-02983,S&T,Point Machine,3,65.42,55.36,18.6,92,2,2,4,0,3,1,3,1
ML-02984,S&T,Point Machine,5,69.71,58.22,18.0,223,3,1,3,0,2,0,0,0
ML-02985,S&T,Signal,3,75.57,35.04,4.3,32,1,1,3,0,2,1,0,0
ML-02986,S&T,Signal,5,49.85,77.55,22.8,190,1,0,1,1,5,2,5,1
ML-02987,TRD,Section Insulator,3,75.95,40.39,11.9,48,3,0,3,1,3,1,2,0
ML-02988,TRD,OHE,3,79.56,36.97,14.3,59,0,0,0,1,4,2,0,0
ML-02989,TRD,Section Insulator,2,80.54,33.37,12.5,141,0,0,0,1,2,0,1,0
ML-02990,ENGINEERING,Track,2,96.26,28.19,8.1,90,0,0,0,0,1,0,0,0
ML-02991,ENGINEERING,Bridge,3,66.79,55.16,9.8,47,1,0,1,1,9,5,0,0
ML-02992,S&T,Signal,4,81.36,42.31,12.6,19,0,0,0,0,8,3,2,0
ML-02993,TRD,OHE,5,69.77,52.32,15.5,36,2,1,5,0,3,2,2,0
ML-02994,S&T,Signal,3,65.63,65.62,25.3,58,1,0,3,0,4,3,3,0
ML-02995,TRD,Transformer,4,70.35,50.2,7.2,33,1,0,2,0,1,1,0,0
ML-02996,TRD,Transformer,3,65.95,58.07,25.5,150,2,0,3,0,4,2,2,0
ML-02997,ENGINEERING,Bridge,3,74.36,47.53,14.3,136,1,0,5,0,4,0,2,1
ML-02998,TRD,OHE,5,83.07,53.6,15.2,91,1,0,2,1,5,2,2,0
ML-02999,TRD,Section Insulator,3,78.09,29.08,4.7,135,1,0,3,0,2,0,1,0
ML-03000,TRD,OHE,1,97.02,23.81,5.5,62,1,0,2,0,1,1,0,0
ML-03001,ENGINEERING,Track,3,100.0,23.11,4.6,80,0,0,0,0,4,1,1,0
ML-03002,ENGINEERING,Bridge,4,87.11,38.11,7.1,53,0,0,0,0,0,0,0,0
ML-03003,S&T,Axle Counter,4,58.58,62.05,17.0,108,1,1,3,1,0,0,0,0
ML-03004,TRD,Transformer,1,65.28,43.11,20.2,84,0,0,0,1,3,1,2,0
ML-03005,ENGINEERING,Track,5,68.64,50.64,8.4,85,0,0,0,0,1,1,0,0
ML-03006,ENGINEERING,Track,3,91.73,23.42,3.2,45,1,0,3,1,6,4,0,0
ML-03007,ENGINEERING,Track,4,59.41,68.18,22.4,74,4,3,1,0,6,3,1,0
ML-03008,TRD,OHE,5,59.37,58.26,10.6,204,0,0,0,0,7,3,3,1
ML-03009,TRD,OHE,1,69.58,32.1,17.6,48,4,1,3,0,2,2,1,1
ML-03010,S&T,Point Machine,1,90.6,24.58,10.2,79,0,0,0,0,4,2,1,0
ML-03011,S&T,Signal,2,81.37,26.89,9.6,22,2,0,3,0,4,2,0,0
ML-03012,TRD,Transformer,4,69.5,52.32,12.6,50,1,0,2,0,4,2,2,1
ML-03013,TRD,OHE,3,99.7,23.71,0.9,100,0,0,0,0,4,1,0,0
ML-03014,S&T,Signal,4,100.0,29.29,5.9,89,4,1,2,0,2,1,0,1
ML-03015,S&T,Axle Counter,2,51.22,63.15,23.3,240,3,0,3,0,3,2,2,1
ML-03016,S&T,Signal,4,62.05,58.62,14.9,141,2,0,3,1,1,0,1,0
ML-03017,S&T,Point Machine,3,68.15,44.65,16.7,35,1,1,2,0,4,1,1,1
ML-03018,S&T,Signal,5,63.3,64.59,20.1,53,2,2,3,1,3,1,0,0
ML-03019,ENGINEERING,Track,3,52.56,70.86,28.2,141,1,1,2,0,3,1,2,1
ML-03020,ENGINEERING,Bridge,2,92.24,18.98,6.8,84,0,0,0,0,2,0,0,0
ML-03021,TRD,Section Insulator,3,77.53,42.17,11.3,175,1,1,4,0,4,2,1,0
ML-03022,TRD,Transformer,5,67.77,58.41,13.8,106,1,0,5,1,5,3,1,0
ML-03023,TRD,Section Insulator,4,81.49,43.39,15.1,33,1,1,5,1,4,3,0,0
ML-03024,S&T,Signal,4,64.14,55.38,14.8,49,0,0,0,1,2,1,1,0
ML-03025,TRD,OHE,4,76.88,41.02,10.8,89,1,0,3,0,3,1,1,0
ML-03026,TRD,Transformer,3,67.15,46.43,11.7,41,0,0,0,0,6,3,1,0
ML-03027,ENGINEERING,Bridge,3,79.59,33.79,8.1,25,1,1,3,0,2,2,0,0
ML-03028,ENGINEERING,Point & Crossing,1,90.63,23.1,12.4,123,0,0,0,1,3,0,1,0
ML-03029,ENGINEERING,Bridge,4,81.37,47.89,9.7,78,2,0,2,0,3,0,1,1
ML-03030,S&T,Signal,1,83.57,24.33,7.7,61,0,0,0,0,1,1,0,0
ML-03031,ENGINEERING,Bridge,4,64.75,59.23,23.2,141,0,0,0,0,5,3,4,0
ML-03032,TRD,Section Insulator,5,72.68,47.57,11.7,66,2,1,3,0,3,1,0,1
ML-03033,S&T,Signal,2,93.27,23.88,12.6,246,0,0,0,0,2,1,0,0
ML-03034,TRD,Transformer,3,87.32,42.43,10.1,44,0,0,0,0,1,1,0,0
ML-03035,TRD,Section Insulator,2,44.91,62.43,24.2,56,3,0,1,1,0,0,0,0
ML-03036,ENGINEERING,Track,2,49.59,65.13,25.8,208,2,0,3,1,3,1,0,0
ML-03037,TRD,OHE,5,66.4,67.09,14.6,91,1,1,2,0,7,5,4,0
ML-03038,ENGINEERING,Track,3,89.96,23.2,7.3,91,0,0,0,0,2,1,0,0
ML-03039,ENGINEERING,Track,2,85.12,24.39,9.4,48,1,1,1,0,2,1,0,0
ML-03040,S&T,Signal,4,65.65,55.73,13.7,55,3,0,3,0,2,1,1,0
ML-03041,ENGINEERING,Point & Crossing,4,74.12,44.69,10.5,89,2,1,2,0,8,5,2,0
ML-03042,S&T,Point Machine,2,100.0,16.09,4.2,197,2,0,3,0,6,4,0,1
ML-03043,ENGINEERING,Point & Crossing,4,80.89,38.34,5.7,109,0,0,0,0,5,2,3,1
ML-03044,S&T,Axle Counter,3,76.21,50.03,8.5,119,3,2,3,1,5,4,1,1
ML-03045,ENGINEERING,Point & Crossing,3,52.22,51.77,14.7,253,2,2,2,0,0,0,0,0
ML-03046,ENGINEERING,Track,4,78.18,42.68,12.4,62,0,0,0,1,5,4,1,1
ML-03047,S&T,Axle Counter,3,47.76,60.39,25.9,253,2,0,3,1,4,2,1,0
ML-03048,TRD,OHE,1,49.39,52.04,26.4,43,1,0,2,0,2,2,1,0
ML-03049,ENGINEERING,Bridge,2,84.27,22.76,5.4,57,1,0,3,0,2,0,0,0
ML-03050,S&T,Point Machine,3,75.16,49.31,18.3,59,2,1,3,1,7,3,3,0
ML-03051,TRD,OHE,5,72.99,51.48,14.3,219,5,4,3,1,3,2,0,0
ML-03052,TRD,OHE,2,91.85,16.41,5.5,178,1,0,3,0,1,1,0,0
ML-03053,TRD,OHE,4,70.54,46.8,11.3,86,0,0,0,0,2,0,2,0
ML-03054,ENGINEERING,Track,3,72.34,46.6,14.1,97,2,0,3,0,7,5,4,1
ML-03055,S&T,Point Machine,3,54.9,66.42,23.0,112,1,0,4,0,3,2,1,0
ML-03056,ENGINEERING,Bridge,2,89.81,26.45,7.0,84,1,1,1,0,0,0,0,0
ML-03057,S&T,Axle Counter,2,58.34,54.41,24.4,53,3,1,1,1,1,1,0,0
ML-03058,ENGINEERING,Track,4,57.22,54.79,17.3,140,0,0,0,1,2,1,1,0
ML-03059,TRD,Section Insulator,4,53.47,79.18,24.1,104,4,1,5,1,5,2,1,0
ML-03060,ENGINEERING,Track,3,59.43,55.08,17.8,56,3,1,5,0,2,2,0,0
ML-03061,S&T,Axle Counter,4,60.77,76.38,23.6,47,2,0,1,1,3,3,1,1
ML-03062,ENGINEERING,Bridge,2,93.1,15.44,4.8,41,4,1,4,1,4,2,0,0
